,req_info,req_id,t,pl_num
187,187,0,[0 0 0 0],13
188,188,0,[0 0 0 0],13
189,189,3,[178   1   0   0],2
190,190,0,[0 0 0 0],13
191,191,0,[0 0 0 0],13
192,192,0,[0 0 0 0],13
193,193,0,[0 0 0 0],13
194,194,0,[0 0 0 0],13
195,195,0,[0 0 0 0],13
196,196,0,[0 0 0 0],13
197,197,0,[0 0 0 0],13
198,198,0,[0 0 0 0],13
199,199,0,[0 0 0 0],13
200,200,0,[0 0 0 0],13
201,201,0,[0 0 0 0],13
202,202,0,[0 0 0 0],13
203,203,0,[0 0 0 0],13
204,204,0,[0 0 0 0],13
205,205,0,[0 0 0 0],13
206,206,409,[78  1  0  2],12
207,207,0,[0 0 0 0],13
208,208,0,[0 0 0 0],13
209,209,0,[0 0 0 0],13
210,210,0,[0 0 0 0],13
211,211,0,[0 0 0 0],13
212,212,0,[0 0 0 0],13
213,213,0,[0 0 0 0],13
214,214,0,[0 0 0 0],13
215,215,0,[0 0 0 0],13
216,216,0,[0 0 0 0],13
217,217,0,[0 0 0 0],13
218,218,0,[0 0 0 0],13
219,219,0,[0 0 0 0],13
220,220,0,[0 0 0 0],13
221,221,0,[0 0 0 0],13
222,222,0,[0 0 0 0],13
223,223,0,[0 0 0 0],13
224,224,0,[0 0 0 0],13
225,225,0,[0 0 0 0],13
226,226,0,[0 0 0 0],13
227,227,0,[0 0 0 0],13
228,228,0,[0 0 0 0],13
229,229,0,[0 0 0 0],13
230,230,0,[0 0 0 0],13
231,231,0,[0 0 0 0],13
232,232,0,[0 0 0 0],13
233,233,0,[0 0 0 0],13
234,234,0,[0 0 0 0],13
235,235,0,[0 0 0 0],13
236,236,0,[0 0 0 0],13
237,237,0,[0 0 0 0],13
238,238,0,[0 0 0 0],13
239,239,0,[0 0 0 0],13
240,240,0,[0 0 0 0],13
241,241,0,[0 0 0 0],13
242,242,0,[0 0 0 0],13
243,243,0,[0 0 0 0],13
244,244,0,[0 0 0 0],13
245,245,0,[0 0 0 0],13
246,246,0,[0 0 0 0],13
247,247,0,[0 0 0 0],13
248,248,0,[0 0 0 0],13
249,249,0,[0 0 0 0],13
250,250,0,[0 0 0 0],13
251,251,0,[0 0 0 0],13
252,252,0,[0 0 0 0],13
253,253,0,[0 0 0 0],13
254,254,0,[0 0 0 0],13
255,255,0,[0 0 0 0],13
256,256,0,[0 0 0 0],13
257,257,0,[0 0 0 0],13
258,258,410,[56  1  1  1],2
259,259,0,[0 0 0 0],13
260,260,0,[0 0 0 0],13
261,261,4,[471   0   1   0],11
262,262,0,[0 0 0 0],13
263,263,0,[0 0 0 0],13
264,264,0,[0 0 0 0],13
265,265,0,[0 0 0 0],13
266,266,0,[0 0 0 0],13
267,267,0,[0 0 0 0],13
268,268,0,[0 0 0 0],13
269,269,0,[0 0 0 0],13
270,270,0,[0 0 0 0],13
271,271,0,[0 0 0 0],13
272,272,0,[0 0 0 0],13
273,273,0,[0 0 0 0],13
274,274,0,[0 0 0 0],13
275,275,0,[0 0 0 0],13
276,276,0,[0 0 0 0],13
277,277,0,[0 0 0 0],13
278,278,0,[0 0 0 0],13
279,279,0,[0 0 0 0],13
280,280,0,[0 0 0 0],13
281,281,0,[0 0 0 0],13
282,282,0,[0 0 0 0],13
283,283,0,[0 0 0 0],13
284,284,0,[0 0 0 0],13
285,285,0,[0 0 0 0],13
286,286,0,[0 0 0 0],13
287,287,0,[0 0 0 0],13
288,288,0,[0 0 0 0],13
289,289,0,[0 0 0 0],13
290,290,0,[0 0 0 0],13
291,291,0,[0 0 0 0],13
292,292,0,[0 0 0 0],13
293,293,0,[0 0 0 0],13
294,294,0,[0 0 0 0],13
295,295,0,[0 0 0 0],13
296,296,0,[0 0 0 0],13
297,297,0,[0 0 0 0],13
298,298,0,[0 0 0 0],13
299,299,0,[0 0 0 0],13
300,300,0,[0 0 0 0],13
301,301,0,[0 0 0 0],13
302,302,0,[0 0 0 0],13
303,303,0,[0 0 0 0],13
304,304,0,[0 0 0 0],13
305,305,0,[0 0 0 0],13
306,306,0,[0 0 0 0],13
307,307,0,[0 0 0 0],13
308,308,0,[0 0 0 0],13
309,309,0,[0 0 0 0],13
310,310,0,[0 0 0 0],13
311,311,0,[0 0 0 0],13
312,312,0,[0 0 0 0],13
313,313,0,[0 0 0 0],13
314,314,0,[0 0 0 0],13
315,315,0,[0 0 0 0],13
316,316,0,[0 0 0 0],13
317,317,0,[0 0 0 0],13
318,318,5,[1396    0    0    0],10
319,319,0,[0 0 0 0],13
320,320,0,[0 0 0 0],13
321,321,0,[0 0 0 0],13
322,322,0,[0 0 0 0],13
323,323,0,[0 0 0 0],13
324,324,0,[0 0 0 0],13
325,325,0,[0 0 0 0],13
326,326,0,[0 0 0 0],13
327,327,0,[0 0 0 0],13
328,328,0,[0 0 0 0],13
329,329,0,[0 0 0 0],13
330,330,0,[0 0 0 0],13
331,331,0,[0 0 0 0],13
332,332,0,[0 0 0 0],13
333,333,0,[0 0 0 0],13
334,334,0,[0 0 0 0],13
335,335,0,[0 0 0 0],13
336,336,0,[0 0 0 0],13
337,337,0,[0 0 0 0],13
338,338,0,[0 0 0 0],13
339,339,0,[0 0 0 0],13
340,340,0,[0 0 0 0],13
341,341,0,[0 0 0 0],13
342,342,0,[0 0 0 0],13
343,343,0,[0 0 0 0],13
344,344,0,[0 0 0 0],13
345,345,0,[0 0 0 0],13
346,346,6,[637   0   0   0],10
347,347,0,[0 0 0 0],13
348,348,0,[0 0 0 0],13
349,349,0,[0 0 0 0],13
350,350,0,[0 0 0 0],13
351,351,0,[0 0 0 0],13
352,352,0,[0 0 0 0],13
353,353,0,[0 0 0 0],13
354,354,0,[0 0 0 0],13
355,355,0,[0 0 0 0],13
356,356,0,[0 0 0 0],13
357,357,0,[0 0 0 0],13
358,358,0,[0 0 0 0],13
359,359,0,[0 0 0 0],13
360,360,0,[0 0 0 0],13
361,361,0,[0 0 0 0],13
362,362,0,[0 0 0 0],13
363,363,0,[0 0 0 0],13
364,364,0,[0 0 0 0],13
365,365,0,[0 0 0 0],13
366,366,0,[0 0 0 0],13
367,367,0,[0 0 0 0],13
368,368,0,[0 0 0 0],13
369,369,0,[0 0 0 0],13
370,370,0,[0 0 0 0],13
371,371,0,[0 0 0 0],13
372,372,0,[0 0 0 0],13
373,373,0,[0 0 0 0],13
374,374,0,[0 0 0 0],13
375,375,0,[0 0 0 0],13
376,376,0,[0 0 0 0],13
377,377,0,[0 0 0 0],13
378,378,0,[0 0 0 0],13
379,379,0,[0 0 0 0],13
380,380,0,[0 0 0 0],13
381,381,0,[0 0 0 0],13
382,382,0,[0 0 0 0],13
383,383,0,[0 0 0 0],13
384,384,0,[0 0 0 0],13
385,385,0,[0 0 0 0],13
386,386,0,[0 0 0 0],13
387,387,0,[0 0 0 0],13
388,388,0,[0 0 0 0],13
389,389,0,[0 0 0 0],13
390,390,0,[0 0 0 0],13
391,391,0,[0 0 0 0],13
392,392,0,[0 0 0 0],13
393,393,0,[0 0 0 0],13
394,394,7,[1218    1    1    0],10
395,395,0,[0 0 0 0],13
396,396,0,[0 0 0 0],13
397,397,0,[0 0 0 0],13
398,398,0,[0 0 0 0],13
399,399,0,[0 0 0 0],13
400,400,0,[0 0 0 0],13
401,401,0,[0 0 0 0],13
402,402,0,[0 0 0 0],13
403,403,0,[0 0 0 0],13
404,404,0,[0 0 0 0],13
405,405,0,[0 0 0 0],13
406,406,0,[0 0 0 0],13
407,407,0,[0 0 0 0],13
408,408,0,[0 0 0 0],13
409,409,0,[0 0 0 0],13
410,410,0,[0 0 0 0],13
411,411,0,[0 0 0 0],13
412,412,0,[0 0 0 0],13
413,413,0,[0 0 0 0],13
414,414,0,[0 0 0 0],13
415,415,0,[0 0 0 0],13
416,416,0,[0 0 0 0],13
417,417,0,[0 0 0 0],13
418,418,0,[0 0 0 0],13
419,419,0,[0 0 0 0],13
420,420,0,[0 0 0 0],13
421,421,9,[1306    0    1    0],2
422,421,8,[126   0   0   0],5
423,422,10,[43  0  0  0],5
424,423,411,[5 1 1 1],5
425,424,0,[0 0 0 0],13
426,425,11,[1189    0    0    0],1
427,426,12,[1309    0    1    0],10
428,427,412,[248   1   0   2],12
429,428,0,[0 0 0 0],13
430,429,0,[0 0 0 0],13
431,430,13,[1270    0    0    0],1
432,430,14,[1423    0    1    0],1
433,431,17,[289   1   0   0],10
434,431,15,[1262    0    0    0],10
435,431,16,[783   1   0   0],1
436,432,0,[0 0 0 0],13
437,433,0,[0 0 0 0],13
438,434,18,[334   1   0   0],5
439,435,19,[324   0   0   0],10
440,436,0,[0 0 0 0],13
441,437,413,[86  0  0  2],2
442,437,20,[206   0   1   0],10
443,438,0,[0 0 0 0],13
444,439,0,[0 0 0 0],13
445,440,0,[0 0 0 0],13
446,441,21,[1254    1    1    0],1
447,442,22,[1384    0    1    0],10
448,443,24,[1068    0    1    0],1
449,443,23,[75  0  1  0],10
450,444,0,[0 0 0 0],13
451,445,0,[0 0 0 0],13
452,446,25,[145   1   0   0],10
453,446,26,[1489    0    1    0],10
454,447,0,[0 0 0 0],13
455,448,0,[0 0 0 0],13
456,449,27,[1171    0    1    0],10
457,449,28,[99  1  1  0],10
458,450,29,[1617    1    0    0],12
459,450,30,[1177    0    1    0],10
460,451,31,[235   0   1   0],2
461,451,32,[1415    1    1    0],2
462,452,33,[923   0   1   0],2
463,453,34,[582   1   1   0],2
464,454,35,[240   0   1   0],2
465,455,36,[1465    1    0    0],12
466,456,37,[1212    0    0    0],5
467,457,39,[1239    1    1    0],5
468,457,38,[60  1  1  0],2
469,458,40,[54  1  1  0],2
470,459,41,[1253    0    1    0],5
471,460,43,[1000    1    1    0],1
472,460,42,[137   0   1   0],2
473,461,44,[1067    1    1    0],1
474,462,45,[1286    0    0    0],5
475,463,0,[0 0 0 0],13
476,464,0,[0 0 0 0],13
477,465,0,[0 0 0 0],13
478,466,0,[0 0 0 0],13
479,467,46,[1126    0    0    0],1
480,468,47,[873   0   0   0],1
481,468,49,[1083    0    0    0],5
482,468,48,[9 1 0 0],2
483,469,0,[0 0 0 0],13
484,470,50,[85  0  1  0],2
485,471,0,[0 0 0 0],13
486,472,0,[0 0 0 0],13
487,473,0,[0 0 0 0],13
488,474,51,[1366    0    0    0],5
489,475,0,[0 0 0 0],13
490,476,52,[658   0   1   0],1
491,477,54,[1318    1    1    0],4
