,req_info,req_id,t,pl_num
0,0,0,[0 0 0 0],13
1,1,0,[0 0 0 0],13
2,2,0,[0 0 0 0],13
3,3,0,[0 0 0 0],13
4,4,0,[0 0 0 0],13
5,5,0,[0 0 0 0],13
6,6,0,[0 0 0 0],13
7,7,0,[0 0 0 0],13
8,8,400,[60  1  0  1],5
9,9,0,[0 0 0 0],13
10,10,0,[0 0 0 0],13
11,11,0,[0 0 0 0],13
12,12,0,[0 0 0 0],13
13,13,0,[0 0 0 0],13
14,14,0,[0 0 0 0],13
15,15,401,[25  1  0  1],5
16,16,402,[63  0  1  2],2
17,16,403,[37  0  0  1],5
18,17,0,[0 0 0 0],13
19,18,0,[0 0 0 0],13
20,19,404,[16  1  0  1],5
21,20,0,[0 0 0 0],13
22,21,405,[51  0  0  1],11
23,22,0,[0 0 0 0],13
24,23,0,[0 0 0 0],13
25,24,406,[64  0  1  2],9
26,25,0,[0 0 0 0],13
27,26,0,[0 0 0 0],13
28,27,0,[0 0 0 0],13
29,28,0,[0 0 0 0],13
30,29,0,[0 0 0 0],13
31,30,0,[0 0 0 0],13
32,31,0,[0 0 0 0],13
33,32,0,[0 0 0 0],13
34,33,0,[0 0 0 0],13
35,34,0,[0 0 0 0],13
36,35,0,[0 0 0 0],13
37,36,0,[0 0 0 0],13
38,37,0,[0 0 0 0],13
39,38,0,[0 0 0 0],13
40,39,0,[0 0 0 0],13
41,40,0,[0 0 0 0],13
42,41,0,[0 0 0 0],13
43,42,0,[0 0 0 0],13
44,43,0,[0 0 0 0],13
45,44,0,[0 0 0 0],13
46,45,0,[0 0 0 0],13
47,46,0,[0 0 0 0],13
48,47,0,[0 0 0 0],13
49,48,0,[0 0 0 0],13
50,49,0,[0 0 0 0],13
51,50,407,[20  1  1  1],11
52,51,0,[0 0 0 0],13
53,52,0,[0 0 0 0],13
54,53,0,[0 0 0 0],13
55,54,0,[0 0 0 0],13
56,55,0,[0 0 0 0],13
57,56,0,[0 0 0 0],13
58,57,0,[0 0 0 0],13
59,58,0,[0 0 0 0],13
60,59,0,[0 0 0 0],13
61,60,0,[0 0 0 0],13
62,61,0,[0 0 0 0],13
63,62,0,[0 0 0 0],13
64,63,0,[0 0 0 0],13
65,64,0,[0 0 0 0],13
66,65,0,[0 0 0 0],13
67,66,0,[0 0 0 0],13
68,67,0,[0 0 0 0],13
69,68,0,[0 0 0 0],13
70,69,0,[0 0 0 0],13
71,70,0,[0 0 0 0],13
72,71,0,[0 0 0 0],13
73,72,0,[0 0 0 0],13
74,73,0,[0 0 0 0],13
75,74,0,[0 0 0 0],13
76,75,0,[0 0 0 0],13
77,76,0,[0 0 0 0],13
78,77,0,[0 0 0 0],13
79,78,0,[0 0 0 0],13
80,79,0,[0 0 0 0],13
81,80,0,[0 0 0 0],13
82,81,0,[0 0 0 0],13
83,82,0,[0 0 0 0],13
84,83,0,[0 0 0 0],13
85,84,0,[0 0 0 0],13
86,85,0,[0 0 0 0],13
87,86,0,[0 0 0 0],13
88,87,0,[0 0 0 0],13
89,88,0,[0 0 0 0],13
90,89,0,[0 0 0 0],13
91,90,0,[0 0 0 0],13
92,91,0,[0 0 0 0],13
93,92,0,[0 0 0 0],13
94,93,0,[0 0 0 0],13
95,94,0,[0 0 0 0],13
96,95,0,[0 0 0 0],13
97,96,0,[0 0 0 0],13
98,97,0,[0 0 0 0],13
99,98,0,[0 0 0 0],13
100,99,0,[0 0 0 0],13
101,100,0,[0 0 0 0],13
102,101,0,[0 0 0 0],13
103,102,0,[0 0 0 0],13
104,103,0,[0 0 0 0],13
105,104,0,[0 0 0 0],13
106,105,0,[0 0 0 0],13
107,106,0,[0 0 0 0],13
108,107,0,[0 0 0 0],13
109,108,0,[0 0 0 0],13
110,109,0,[0 0 0 0],13
111,110,0,[0 0 0 0],13
112,111,0,[0 0 0 0],13
113,112,0,[0 0 0 0],13
114,113,0,[0 0 0 0],13
115,114,0,[0 0 0 0],13
116,115,0,[0 0 0 0],13
117,116,0,[0 0 0 0],13
118,117,0,[0 0 0 0],13
119,118,0,[0 0 0 0],13
120,119,0,[0 0 0 0],13
121,120,0,[0 0 0 0],13
122,121,0,[0 0 0 0],13
123,122,0,[0 0 0 0],13
124,123,0,[0 0 0 0],13
125,124,0,[0 0 0 0],13
126,125,0,[0 0 0 0],13
127,126,0,[0 0 0 0],13
128,127,0,[0 0 0 0],13
129,128,0,[0 0 0 0],13
130,129,0,[0 0 0 0],13
131,130,0,[0 0 0 0],13
132,131,0,[0 0 0 0],13
133,132,0,[0 0 0 0],13
134,133,0,[0 0 0 0],13
135,134,0,[0 0 0 0],13
