,req_info,req_id,t,pl_num
0,0,0,[0 0 0 0],13
1,1,0,[0 0 0 0],13
2,2,0,[0 0 0 0],13
3,3,0,[0 0 0 0],13
4,4,400,[50  1  0  1],5
5,4,0,[129   1   0   0],12
6,5,0,[0 0 0 0],13
7,6,0,[0 0 0 0],13
8,7,0,[0 0 0 0],13
9,8,0,[0 0 0 0],13
10,9,0,[0 0 0 0],13
11,10,0,[0 0 0 0],13
12,11,0,[0 0 0 0],13
13,12,0,[0 0 0 0],13
14,13,0,[0 0 0 0],13
15,14,0,[0 0 0 0],13
16,15,0,[0 0 0 0],13
17,16,402,[60  0  1  1],5
18,16,401,[17  1  1  1],5
19,17,403,[74  0  0  2],12
20,18,404,[46  0  1  1],5
21,19,0,[0 0 0 0],13
22,20,0,[0 0 0 0],13
23,21,0,[0 0 0 0],13
24,22,0,[0 0 0 0],13
25,23,0,[0 0 0 0],13
26,24,0,[0 0 0 0],13
27,25,0,[0 0 0 0],13
28,26,0,[0 0 0 0],13
29,27,0,[0 0 0 0],13
30,28,0,[0 0 0 0],13
31,29,0,[0 0 0 0],13
32,30,0,[0 0 0 0],13
33,31,0,[0 0 0 0],13
34,32,405,[38  0  0  1],5
35,33,0,[0 0 0 0],13
36,34,0,[0 0 0 0],13
37,35,0,[0 0 0 0],13
38,36,0,[0 0 0 0],13
39,37,0,[0 0 0 0],13
40,38,0,[0 0 0 0],13
41,39,0,[0 0 0 0],13
42,40,0,[0 0 0 0],13
43,41,406,[17  1  1  1],5
44,42,0,[0 0 0 0],13
45,43,407,[45  0  0  1],5
46,44,0,[0 0 0 0],13
47,45,0,[0 0 0 0],13
48,46,0,[0 0 0 0],13
49,47,0,[0 0 0 0],13
50,48,0,[0 0 0 0],13
51,49,0,[0 0 0 0],13
52,50,0,[0 0 0 0],13
53,51,0,[0 0 0 0],13
54,52,0,[0 0 0 0],13
55,53,0,[0 0 0 0],13
56,54,0,[0 0 0 0],13
57,55,0,[0 0 0 0],13
58,56,0,[0 0 0 0],13
59,57,0,[0 0 0 0],13
60,58,0,[0 0 0 0],13
61,59,0,[0 0 0 0],13
62,60,0,[0 0 0 0],13
63,61,0,[0 0 0 0],13
64,62,0,[0 0 0 0],13
65,63,0,[0 0 0 0],13
66,64,1,[132   1   1   0],5
67,65,0,[0 0 0 0],13
68,66,0,[0 0 0 0],13
69,67,0,[0 0 0 0],13
70,68,0,[0 0 0 0],13
71,69,0,[0 0 0 0],13
72,70,0,[0 0 0 0],13
73,71,0,[0 0 0 0],13
74,72,0,[0 0 0 0],13
75,73,0,[0 0 0 0],13
76,74,0,[0 0 0 0],13
77,75,0,[0 0 0 0],13
78,76,0,[0 0 0 0],13
79,77,0,[0 0 0 0],13
80,78,0,[0 0 0 0],13
81,79,0,[0 0 0 0],13
82,80,0,[0 0 0 0],13
83,81,0,[0 0 0 0],13
84,82,0,[0 0 0 0],13
85,83,0,[0 0 0 0],13
86,84,0,[0 0 0 0],13
87,85,0,[0 0 0 0],13
88,86,0,[0 0 0 0],13
89,87,0,[0 0 0 0],13
90,88,0,[0 0 0 0],13
91,89,0,[0 0 0 0],13
92,90,0,[0 0 0 0],13
93,91,0,[0 0 0 0],13
94,92,0,[0 0 0 0],13
95,93,0,[0 0 0 0],13
96,94,0,[0 0 0 0],13
97,95,2,[417   1   0   0],3
98,96,0,[0 0 0 0],13
99,97,0,[0 0 0 0],13
100,98,0,[0 0 0 0],13
101,99,0,[0 0 0 0],13
102,100,0,[0 0 0 0],13
103,101,0,[0 0 0 0],13
104,102,0,[0 0 0 0],13
105,103,0,[0 0 0 0],13
106,104,0,[0 0 0 0],13
107,105,0,[0 0 0 0],13
108,106,0,[0 0 0 0],13
109,107,0,[0 0 0 0],13
110,108,0,[0 0 0 0],13
111,109,0,[0 0 0 0],13
112,110,0,[0 0 0 0],13
113,111,0,[0 0 0 0],13
114,112,0,[0 0 0 0],13
115,113,0,[0 0 0 0],13
116,114,0,[0 0 0 0],13
117,115,0,[0 0 0 0],13
118,116,0,[0 0 0 0],13
119,117,0,[0 0 0 0],13
120,118,0,[0 0 0 0],13
121,119,0,[0 0 0 0],13
122,120,0,[0 0 0 0],13
123,121,408,[36  0  0  1],5
124,122,0,[0 0 0 0],13
125,123,0,[0 0 0 0],13
126,124,0,[0 0 0 0],13
127,125,0,[0 0 0 0],13
128,126,0,[0 0 0 0],13
129,127,0,[0 0 0 0],13
130,128,0,[0 0 0 0],13
131,129,0,[0 0 0 0],13
132,130,0,[0 0 0 0],13
133,131,0,[0 0 0 0],13
134,132,0,[0 0 0 0],13
135,133,0,[0 0 0 0],13
