,req_info,req_id,t,pl_num
0,0,0,[0 0 0 0],13
1,1,400,[60  1  0  1],5
2,2,0,[0 0 0 0],13
3,3,0,[0 0 0 0],13
4,4,0,[0 0 0 0],13
5,5,401,[70  1  0  2],9
6,5,0,[589   1   0   0],5
7,6,0,[0 0 0 0],13
8,7,0,[0 0 0 0],13
9,8,0,[0 0 0 0],13
10,9,402,[36  1  1  1],5
11,10,0,[0 0 0 0],13
12,11,0,[0 0 0 0],13
13,12,0,[0 0 0 0],13
14,13,0,[0 0 0 0],13
15,14,0,[0 0 0 0],13
16,15,0,[0 0 0 0],13
17,16,0,[0 0 0 0],13
18,17,0,[0 0 0 0],13
19,18,0,[0 0 0 0],13
20,19,0,[0 0 0 0],13
21,20,0,[0 0 0 0],13
22,21,0,[0 0 0 0],13
23,22,0,[0 0 0 0],13
24,23,0,[0 0 0 0],13
25,24,0,[0 0 0 0],13
26,25,0,[0 0 0 0],13
27,26,0,[0 0 0 0],13
28,27,0,[0 0 0 0],13
29,28,0,[0 0 0 0],13
30,29,0,[0 0 0 0],13
31,30,0,[0 0 0 0],13
32,31,0,[0 0 0 0],13
33,32,403,[24  0  0  1],5
34,33,0,[0 0 0 0],13
35,34,0,[0 0 0 0],13
36,35,0,[0 0 0 0],13
37,36,0,[0 0 0 0],13
38,37,0,[0 0 0 0],13
39,38,0,[0 0 0 0],13
40,39,0,[0 0 0 0],13
41,40,404,[47  1  1  1],5
42,41,0,[0 0 0 0],13
43,42,0,[0 0 0 0],13
44,43,405,[38  1  0  1],5
45,44,0,[0 0 0 0],13
46,45,0,[0 0 0 0],13
47,46,0,[0 0 0 0],13
48,47,0,[0 0 0 0],13
49,48,0,[0 0 0 0],13
50,49,406,[55  0  1  1],5
51,50,0,[0 0 0 0],13
52,51,407,[68  0  0  2],12
53,52,0,[0 0 0 0],13
54,53,0,[0 0 0 0],13
55,54,0,[0 0 0 0],13
56,55,0,[0 0 0 0],13
57,56,0,[0 0 0 0],13
58,57,0,[0 0 0 0],13
59,58,0,[0 0 0 0],13
60,59,0,[0 0 0 0],13
61,60,0,[0 0 0 0],13
62,61,0,[0 0 0 0],13
63,62,0,[0 0 0 0],13
64,63,0,[0 0 0 0],13
65,64,0,[0 0 0 0],13
66,65,0,[0 0 0 0],13
67,66,0,[0 0 0 0],13
68,67,0,[0 0 0 0],13
69,68,0,[0 0 0 0],13
70,69,0,[0 0 0 0],13
71,70,0,[0 0 0 0],13
72,71,0,[0 0 0 0],13
73,72,0,[0 0 0 0],13
74,73,0,[0 0 0 0],13
75,74,0,[0 0 0 0],13
76,75,0,[0 0 0 0],13
77,76,0,[0 0 0 0],13
78,77,0,[0 0 0 0],13
79,78,0,[0 0 0 0],13
80,79,408,[41  0  0  1],5
81,80,0,[0 0 0 0],13
82,81,0,[0 0 0 0],13
83,82,1,[422   1   1   0],9
84,83,0,[0 0 0 0],13
85,84,0,[0 0 0 0],13
86,85,0,[0 0 0 0],13
87,86,0,[0 0 0 0],13
88,87,0,[0 0 0 0],13
89,88,0,[0 0 0 0],13
90,89,0,[0 0 0 0],13
91,90,0,[0 0 0 0],13
92,91,0,[0 0 0 0],13
93,92,0,[0 0 0 0],13
94,93,0,[0 0 0 0],13
95,94,0,[0 0 0 0],13
96,95,0,[0 0 0 0],13
97,96,0,[0 0 0 0],13
